rec_id,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,ip_address,employed
R179525,josep,cuthberts0n,momno,m,28,12/u/1992,57  Kennecly  Terrace,Patington,406q,QLD,07  99g5  9973,joseph100@tmail.com,153.63.216.55,FALSE
R116297,barbata,rutb,rigcan,f,27,6/11/1g93,21  Hill  End  Trerace,Hil  End,4001,QLD,07  9666  762q,,226.135.71.210,FALSE
R120888,scott,steven,locklear,m,26,9/5/1994,48  Paradise  Avenue,Miami,4220,QLD,07  2831  5790,hjkmflrkbr@mail.com.au,80.57.174.4,FALSE
R172364,eric,james,ezzell,m,32,4/8/1988,36  Candelo  Loop,Greenfields,6210,WA,08  8300  2074,ehjjchgjft@mail.com,173.55.240.160,FALSE
R191293,florende,renew,culclsure,f,43,23/3/1g77,12  Mavs  Street,Hiton,3226,VIC,03  273s  1888,florenc480@yahoo.com,,FALSE
R676764,moriah,s,dancy,f,30,19/11/1990,9  Glenwood  Avenue,Coogee,2034,NSW,02  0585  8926,moriah68@gmail.com,17.12.93.119,
R127827,cynth'la,hollowai,allwn,f,-27,11/|/1993,5i1  Janet  Street,Jejmond,229g,NSW,02  8827  6e07,cynthia91@rnail.com.au,170.205.51.199,FALSE
R109196,all9son,iolancla,luc0re,f,30,z0/8/1990,Rankeview  Street,Asple,403q,QLD,07  r826  2127,lucore85@nail.com,180.106.191.168,TRUE
R169478,louis,taylor,hagee,m,20,25/9/2000,214  Cresthaven  Avenue,Bateau  Bay,2261,NSW,02  8601  0812,louis39@mail.com,133.108.9.150,FALSE
R184629,blake,darryl,wilson,m,54,2/1/1966,12  Simeon  Street,Clovelly,2031,NSW,02  8628  9296,wilson.blake@mail.com.au,102.239.5.173,TRUE
R974982,mark,john,morlock,m,30,15/7/1990,28  Glenbervie  Road,Strathmore,3041,VIC,03  1304  9287,morlock.mark@yahoo.com,178.108.140.195,FALSE
R986210,david,sylvester,wall,m,23,28/12/1997,3  Parkwood  Place,Middle  Park,4074,QLD,07  9619  3001,nsprpomnkk@mail.com.au,18.81.243.44,FALSE
R128548,claude,j,difilippo,m,,21/3/1976,80  Cremorne  Avenue,Cremorne,7024,TAS,03  2130  2750,difilippo.claude@yahoo.com,86.113.15.192,FALSE
R872487,gdregory,,newel,m,35,23/5/2985,Kidstn,Rona,4459,QLD,,newell22@maio.com.au,248.109.118.69,FALSE
R165520,diane,hutson,campolong,f,50,17/11/1970,5  Franklin  Place,Sippy  Downs,4556,QLD,07  4529  2905,campolong.diane@aol.com,190.50.166.167,FALSE
R159091,lindsev,fove,edwarcls,f,42,26/6/|978,244  Echuka  Road,Mootoopna,362g,VIC,03  2390  0975,lindsey.edward5@aol.com,197.75.112.192,FALSE
R196594,willism,karner,purgund,m,-60,3/8/196p,50  Hanc0ck  Street,Nollamars,61,WA,,burgund.williaiii@gmail.com,236.205.26.102,FALSE
R334119,susan,gay,taylor,f,30,15/6/1990,884  Blue  Knob  Road,Blue  Knob,2480,NSW,02  5817  4599,taylor71@mail.com.au,17.199.153.30,
R241458,debar,1>,desjardims,f,31,14/4/198q,5  Hastead  Street,Fitzr0y,5022,SA,08  29i4  6557,desjardins92@mail.com.au,123.211.6.161,FALSE
R109670,bonni,dawri,ridlehover,f,,4/4/1g77,5  Skiper  Street,Tennant C reek,086o,NT,08  29s8  8744,ridlehoovet5@hotmail.com,223.186.221.149,FALSE
R181429,john,jacob,gilmore,m,41,21/3/1979,62  Dalgetty  Road,Beaumaris,3193,VIC,03  5400  3538,john15@aol.com,242.78.126.97,FALSE
R158179,calvin,louis,tucker,m,29,13/12/1991,19  Thirteenth  Street,Gawler,5118,SA,08  3585  5459,tucker75@yahoo.com,196.150.176.27,FALSE
R683289,cliftob,lea,watso,m,39,12/7/1g81,5  Rgal  Court,Nerlang,4z11,QLD,07  80l0  6640,watson.clif5on@mail.com.au,200.67.58.85,FALSE
R993870,robert,stephen,sparrow,m,26,18/7/1994,11  Tipperary  Court,Stuart  Park,820,NT,08  9683  5314,sparrow.robert@gmail.com,188.238.123.54,FALSE
R488644,lsia,ej,rantolph,f,45,7/9/1075,7  Tablelant  Road,Wentvvorth  Falls,278z,NSW,02  3872  6p35,lisa32@a0l.com,99.74.187.123,
R368113,kampheng,stevwn,freemari,m,33,6/z/1987,6  Pzton  Street,Tamw0rth,2390,NSW,02  8g84  7843,,151.248.218.221,FALSE
R840143,kary,josepb,stigr,m,44,6/10/1966,268  Bvnnerong  Road,Hillsdaie,2035,NSW,02  18|2  8686,stiger.gary@mail.clm,101.9.250.23,FALSE
R191517,jacob,lee,moore,m,33,20/5/1987,95  Napier  Street,Fitzroy,3065,VIC,03  5136  9459,qhmkkocojp@mail.com,26.21.240.161,
R917073,diane,maria,avery,f,16,15/4/2004,110  Howe  Street,Miners  Rest,3352,VIC,03  7107  7501,ibpfcqbhjc@hotmail.com,210.231.148.109,FALSE
R122943,antonio,matthew,schmidt,m,26,11/4/1994,2  Phoebe  Court,Berrimah,828,NT,08  1316  1056,kotlorligj@yahoo.com,90.72.13.164,FALSE
R245012,rikcy,vicende,mes5er,m,23,14/1/199u,32  Paulin9  Avenue,Coo9ee,203q,NSW,02  4531  46z2,tlghmddirb@mail.con.au,62.44.195.240,TRUE
R287444,johb,darel,teasiey,m,29,6/6/1091,25  Eztuary  Way,Heatridge,60z7,WA,,,125.133.73.19,
R784974,susan,p,juarez,f,18,8/1/2002,119  Burdoo  Drive,Grovedale,3216,VIC,03  5299  3984,susan.juarez@mail.com,68.222.245.39,
R176805,deborsh,elen,davjs,f,27,10/3/19i3,46  Onkaparinga  Crewcent,Kalin,2612,ACT,02  370s  5672,deborah.davis@yahoo.c0m,218.144.92.196,FALSE
R124328,mary,felicidad,ball,f,50,9/3/1970,29  Pearson  Street,Holder,2611,ACT,02  6691  8374,ball.mary@hotmail.com,198.3.37.96,FALSE
R684886,chanel|,karrico,murphv,f,29,7/11/1992,18  Hutches0n  Street,Monasho,2908,ACT,0z  3436  7901,murphy36@hotmaii.com,47.240.231.144,FALSE
R890363,rebecac,o,ca5ey,f,35,2e/10/1985,27  Cokuette  Street,Geelong b West,32|8,VIC,03  0796  7759,casey5l@mail.com,148.34.87.47,FALSE
R808136,kimlyn,cox,avalos,f,25,29/4/1995,21  Milan  Crescent,Hackham  West,5163,SA,08  9291  4162,kimlyn.avalos@mail.com.au,3.210.18.111,
R229350,emmia,johnsojn,dyunn,f,24,19/4/199t,282  Ralexigh  Street,Thornburmy,3061,VIC,03  874q  7502,duhn5@mail.com.au,45.216.1.6,FALSE
R149097,jennifer,allred,adams,f,34,4/2/1986,15  Alexandra  Street,Portland,3305,VIC,03  2181  9466,adams55@mail.com.au,125.196.62.5,FALSE
R743530,john,lee,yoder,m,21,8/7/1999,69  Stevens  Street,Yeronga,4104,QLD,07  3853  0048,yoder.john@yahoo.com,47.74.43x66,
R154220,stephen,arthur,freeman,m,33,10/10/1987,14  Desmond  Street,Ingleburn,2565,NSW,02  4301  1125,freeman74@mail.com.au,231.144.75.14,FALSE
R957308,chester,paul,lewis,m,30,17/9/1990,14  Eltham  Place,Kingsley,6026,WA,08  8133  3843,gtinjiocdj@hotmail.com,136.113.44.f13,FALSE
R180043,dwight,baxter,carson,m,26,14/7/1994,30  Thurgoods  Lane,Barrys  Reef,3458,VIC,03  0615  4985,dwight.carson@gmail.com,70.227.244.164,FALSE
R153388,joshua,scott,poteat,m,46,5/2/1974,3  Fraser  Place,Yarralumla,2600,ACT,02  2434  3293,joshua.poteat@hotmail.com,217.44.22.38,FALSE
R174833,jessica,shakeim,quinney,f,38,13/11/1982,114  Boys  Road,Forest,7330,TAS,03  8671  4693,jessica.quinney@yahoo.com,74.108.44.230,FALSE
R464163,amrlia,kadhryn,aly,f,30,20/2/199p,2  Meledje  Avenue,Scarnwss,465s,QLD,,mlheerekms@mail.corn.au,182.6.140.102,FALSE
R116561,rucky,ketih,philoips,m,,20/7/|993,9  Chenile  Mevvs,Mirrabuka,6011,WA,08  3q38  3421,,206.250.249.217,FALSE
R941356,timoqhy,taniel,poyd,m,48,14/5/1g72,4  Thomps0ns  Road,Mo,3829,VIC,03  8503  7033,boyd.timothv@mail.com,126.229.173.126,TRUE
R192259,natalie,lakeita,nelson,f,,5/5/1990,3  Lackman  Terrace,Alice  Springs,870,NT,08  8283  3277,natalie99@mail.com.au,7.113.184.162,FALSE
R181015,ruth,smith,fogarty,f,34,9/2/1986,Mowamba  Place,Thredbo  Village,2625,NSW,02  7410  7153,ruth.fogarty@aol.com,90.253.9.235,TRUE
R197194,helen,marie,troutman,f,39,17/5/1981,12  Wonnai  Place,Werrington,2747,NSW,02  5478  1073,pppoglpihk@mail.com.au,175.251.39.57,
R106818,ronin,mari,mcenill,f,39,7/6/1i81,32  Batrsleigh  Road,Selpy,31s9,VIC,03  508w  6407,robin.mcneill@mail.con,53.44.163.242,FALSE
R117654,bradley,demand,shaw,m,35,10/7/1985,52  Leanyer  Drive,Leanyer,812,NT,08  6340  9527,shaw.bradley@yahoo.com,19.136.9.151,FALSE
R129805,raymond,e,pichowicz,m,62,8/11/1958,14  Acacia  Avenue,Forbes,2871,NSW,02  8314  6378,pichowicz99@mail.com,126.V1.189.158,FALSE
R448114,jul'la,i,juliandi,f,31,30/1/q989,146  Cammeray  Roat,Camneray,2069,NSW,02  24z1  3391,rnhjlptpgl@yahoi.com,37.206.141.239,FALSE
R364750,sajuel,chriatopher,hilo,m,,15/7/q982,13  Lal<e  Street,North  Parra matta,21s1,NSW,02  1830  9995,samuel.hiol@gmail.com,225.201.253.245,FALSE
R612631,andrew,d,preston,m,,25/9/1999,112  Goderich  Street,East  Perth,6004,WA,08  1779  4103,preston70@hotmail.com,66.117.255.219,
R173901,kourtney,matsh,jzcobs,f,20,8/7/20o0,44  Jacarada  Drive,Mooloolapa,45s7,QLD,07  8033  4664,courtney94@yaho0.com,117.90.147.49,FALSE
R842359,charles,scott,lentz,m,33,6/6/1987,141  Victoria  Road,Drummoyne,2047,NSW,02  6831  8624,lentz.charles@mail.com,67.121.230.164,FALSE
R233930,taylor,marie,jack,f,30,10/11/1990,Cootamundra  Road  Bannockburn  Cottage,Coolac,2727,NSW,02  2936  9314,rlqfkrlttg@yahoo.com,63.223.158.94,
R180746,james,david,labanau,m,26,11/11/1994,52  Paxton  Avenue,Belmore,2192,NSW,02  3729  5062,labanau73@mail.com.au,171.218.247.49,FALSE
R758051,david,ellis,thornton,m,42,12/3/1978,21  Allott  Place,Belconnen,2617,ACT,02  7787  2961,david9@hotmail.com,233.111.111.107,FALSE
R254929,tanisha,ann,rufino,f,35,18/4/1985,7  Maria  Place,Blacktown,2148,NSW,02  8853  5410,tanisha.rufino@mail.com,253.24.195.99,FALSE
R313592,carl0s,lesl'le,barmette,m,38,3/2/1q82,664  Pacific  Highwai,Lake  Munmora,2z59,NSW,02  0247  2o13,,75.246.133.252,FALSE
R497051,jane,grace,kirkey,f,,2/4/1992,12  Smedley  Road,Ringwood  North,3134,VIC,03  5889  1606,kirkey44@mail.com.au,235.176.108.140,FALSE
R428726,li5a,b,heat,f,-39,7/3/1881,24  Budjyree  Road,Toojgabbie,2148,NSW,02  57s6  6781,heqth52@aol.com,238.235.237.159,FALSE
R915534,richard,lee,villamarin,m,22,26/11/1998,148  Mt  Pleasant  Road,Belmont,3216,VIC,03  6171  1737,hspkqkbctg@aol.com,118.204.58.205,FALSE
R122138,joseph,emanuel,miller,m,21,8/5/1999,12  Albermarle  Place,Phillip,2606,ACT,02  9828  0884,hfijalqsjb@mail.com,152.79.95.85,TRUE
R102290,charles,lee,hayes,m,46,26/7/1974,12  Chataway  Street,Mooroobool,4870,QLD,07  9541  7738,charles52@mail.com,232.40.142.235,FALSE
R323146,joel,christian,zajac,m,41,25/10/1979,127  Chapel  Road,Bankstown,2200,NSW,02  1779  9698,ctcodngpfr@mail.com,124.86.72.39,FALSE
R120989,beverly,c,wilson,f,32,26/1/1988,122  Culloden  Road,Marsfield,2122,NSW,02  4754  5912,wilson7@yahoo.com,45.122.237.28,FALSE
R160424,marie,carmella,kornegay,f,37,30/3/1983,171  Canterbury  Road,Middle  Park,3206,VIC,03  7846  0168,marie.kornegay@yahoo.com,225.53.117.182,FALSE
R850239,rikhard,martin0,lauks,m,21,8/5/1g99,29  Tofbay  Street,Macleot,308s,VIC,03  0y93  8292,,107.124.43.78,FALSE
R110037,jatana,lynn,burrell,f,,23/3/1995,65  Lawson  Avenue,Frankston,3199,VIC,03  8392  3648,burrell.jatana@gmail.com,102.158.136.104,FALSE
R558846,sybul,ckearney,murpby,f,26,18/2/199e,18  Brerner  Street,Ludmila,822,NT,08  88z5  8710,sybil79@gnail.com,21.213.83.88,
R405327,annie,ying,wylie,f,24,12/9/1996,23  Narambi  Crescent,Frankston,3199,VIC,03  0628  3047,wylie.annie@yahoo.com,68.196.48.22,FALSE
R159768,wanda,lane,ashford,f,42,21/12/1978,48  Elgin  Road,Beechworth,3747,VIC,03  2299  7788,wanda.ashford@mail.com,152.57.182.150,FALSE
R172991,lewiz,wate,mayield,m,33,25/9/l987,3  Clyte  Close,Badeau  Bay,226l,NSW,,mayfielcl60@mail.com.au,13.48.192.244,FALSE
R877209,catherine,ann,clark,f,60,24/4/1960,2  Dryandra  Close,Nhulunbuy,880,NT,08  9778  4540,clark51@gmail.com,181.156.229.216,FALSE
R461098,coraly,zimiiier,berri,f,29,24/9/1991,128  Cosgrove  Raod,Belfild,219l,NSW,,berry29@maik.com,,FALSE
R982821,rene,irenw,washburd,f,25,15/11/1905,24  Chrisyie  Avenue,Moonag,7005,TAS,03  7367  528o,renee5@mail.coj,184.164.10.89,
R141060,judy,lee,harrelson,f,,14/8/1991,24  View  Street,Kedron,4031,QLD,07  2893  2487,judy.harrelson@hotmail.com,170.40.101.112,FALSE
R257922,geoffrev,kiamalu,bryan6,m,48,30/7/1i72,17  Deonwen  Street,Tintal  Raaf,813,NT,08  874l  9748,bryant.ge0ffrey@mail.com,53.26.61.186,
R376320,ange1a,annwert,parsos,f,32,10/7/1988,8  Skylark  Crescnt,Erskcne  Park,275q,NSW,02  8239  9l92,parsons.wngela@gmail.com,165.77.251.27,FALSE
R536323,pas,hol5,fit2gerald,f,-44,22/7/l976,7  Gaioes  Road,Loganholm,41z9,QLD,07  7947  81s8,pax.fitzferald@mail.com,141.38.152.120,FALSE
R119951,jason,anthony,williams,m,26,18/6/1994,11  Samdon  Street,Hamilton,2303,NSW,02  5258  9745,jason.williams@mail.com,237.226.120.203,FALSE
R492695,aliosn,mary,baxch,f,42,30/q/1978,69  Mary  Streyet,Longyeville,2065,NSW,02  37l6  3524,bach.allson@yahoo.com,57.120.11.114,
R126892,tennis,richatd,yate5,m,36,11/6/1974,12  C0le  Street,Hawthoahn  East,31z3,VIC,03  1854  181|,dennis.yates@hotnail.com,49.45.123n185,TRUE
R411904,gregzry,pauo,mqgnuson,m,35,16/1/|985,435  Magil  Road,St  Morrid,5064,SA,08  76q6  7143,gregory.magnu5on@mail.com,81.163.125.197,FALSE
R123494,garland,leonard,mctigue,m,43,31/1/1977,1  Bertram  Street,Drouin,3818,VIC,03  1321  5911,garland79@yahoo.com,230.178.18.145,FALSE
R124033,brigitte,h,dye,f,17,17/10/2003,32  Lee  Avenue,Mount  Waverley,3149,VIC,03  0713  8571,brigitte27@gmail.com,131.231.53.181,FALSE
R185518,altin,genr,kilr0y,m,49,29/7/19u1,Middle  Ariii  Road,Berry m Springs,o837,NT,08  9788  560g,kilrov.alton@mail.com,114.248.59.166,FALSE
R247857,kristine,bb,chmoelewski,f,38,15/4/l982,65  Ber4sford  Road,Rose  Bat,2229,NSW,02  546z  4581,chmielewski55@maij.com.au,229.188.128.54,FALSE
R890072,jan,kathleen,douglas,f,,3/8/1995,72  Cassin  Street,Wyalong,2671,NSW,02  9351  8611,sdbpjolces@gmail.com,132.144.63.56,
R111857,inez,thomas,aigbe,f,24,26/1/1996,198  Wentworth  Street,Blackheath,2785,NSW,02  5904  4478,icacjtitnp@gmail.com,214.149.154.105,
R118600,lauren,naomiward,hernandes,f,41,4/10/1979,182  Smith  Street,Larrakeyah,820,NT,08  8954  7589,hernandes20@mail.com.au,105.25.107.93,FALSE
R572131,kristen,june,phillips,f,43,11/12/1977,11  Duke  Street,Stuart  Park,820,NT,08  5078  6341,kristen11@mail.com,81.23.66.180,FALSE
R606757,joe,william,mackey,m,46,11/10/1974,30  Delisser  Avenue,Toorbul,4510,QLD,07  6263  1152,sckcorrcqn@mail.com,176.45.86.1,TRUE
R944940,rodert,patrik,hartmam,m,-45,27/1/1i75,10  Karin  Road,Medoeie,2315,NSW,02  45e2  3815,,91.255.224.61,FALSE
R100774,george,timothy,pifer,m,24,19/4/1996,79  Willaton  Street,St  Albans,3021,VIC,03  2834  6806,pifer.george@mail.com,25.18.155.202,FALSE
R503991,shanne,milligan,strickland,f,29,3/9/1991,27  Toufik  Street,Rochedale  South,4123,QLD,07  7676  4549,strickland38@mail.com,99.233.146.255,
R414997,jack,cameron,weir,m,41,25/6/1979,26  Burdett  Crescent,Theodore,2905,ACT,02  9425  0935,weir.jack@mail.com.au,166.15.58.188,FALSE
R193682,pamela,victoria,mcdonald,f,34,6/8/1986,15  Mulloka  Road,Mirrabooka,2264,NSW,02  9627  5495,pamela.mcdonald@mail.com,48.222.58.180,FALSE
R195143,eddie,edward,chand,m,,24/2/1983,68  Gibbes  Street,Rockdale,2216,NSW,02  7223  0070,tjrcdstnic@mail.com,102.183.154.46,FALSE
R101391,jackie,deshion,allen,m,31,11/3/1989,1  Coonamar  Street,Tullamarine,3043,VIC,03  4936  6903,sereghdfle@hotmail.com,181.132.83.85,
R185042,shirley,brooke,pazdyk,f,37,16/10/1983,476  Schubach  Street,Albury,2640,NSW,02  7834  5617,pazdyk82@hotmail.com,40.158.252.232,FALSE
R182970,lincla,schuktz,re3d,f,22,15/9/l998,41  Lale  Court,Timber  Cre3k,822,NT,08  5q24  2621,,40.111.101.228,FALSE
R712424,lojuise,karter,nivems,f,38,6/7/198z,30  Laguria  Quays  Resort,Midie  Point,47q0,QLD,07  q668  8197,nivens.lovise@mail.com.au,66.232.89.67,FALSE
R134236,austin,lee,taylor,m,47,11/5/1973,14  Exmouth  Place,Thornlie,6108,WA,08  7958  7357,taylor.austin@mail.com.au,19.18.230.24,FALSE
R149838,michael,woodrow,fox,m,25,3/11/1995,29  Norfolk  Crescent,Bundoora,3083,VIC,03  2302  4997,fox.michael@aol.com,99.242.154.12,FALSE
R767873,aaron,andon,zhu,m,44,16/11/1976,19  Penshurst  Street,Penshurst,2222,NSW,02  6377  0386,aaron56@aol.com,177.254.27.61,FALSE
R145141,marie,mary,frazier,f,35,21/3/1985,14  Sturm  Court,Oaklands  Park,5046,SA,08  2488  3366,frazier12@hotmail.com,159.123.254.197,FALSE
R499224,dustin,s,morgan,m,24,28/5/1996,188  Pacific  Parade,Bilinga,4225,QLD,07  7855  3641,ardhpmkjpi@gmail.com,106.78.1.183,
R114414,james,joseph,maroofi,m,58,30/5/1962,52  Brauman  Street,Shepparton,3630,VIC,03  8466  4921,maroofi.james@mail.com,180.51.82.26,FALSE
R187140,jamexs,vrancis,blackwmon,m,39,23/q/1981,52  Waahren  Road,Marickville,22o4,NSW,02  7704  3802,jaiiies30@mail.com,108.206.224.185,FALSE
R324422,courtnid,jaen,ovford,f,38,9/6/1i82,14  Morley  Wai,South  Kalgoorkie,643o,WA,,courtnie.off0rd@gmail.com,128.124.154.216,TRUE
R174066,ethan,francis,mcgee,m,23,12/7/1997,Narcurrey  Road,Moulamein,2733,NSW,02  9162  0272,pmdhhctqpf@gmail.com,39.134.160.103,FALSE
R140083,wiloiam,h0ward,forr,m,32,7/1o/1988,67  Faraday  Roar,Padsyow,2212,NSW,02  6381  9087,lthqdndcdt@hormail.com,128.142.189.16,FALSE
R449908,steve,regan,edwards,m,31,14/8/1989,15  Tipperary  Avenue,Killarney  Heights,2087,NSW,02  8269  4554,edwards.steve@yahoo.com,224.95.31.143,FALSE
R108399,reginalt,brufe,farington,m,33,23/1/l987,208  Wa|ker  Street,Marybroough,4656,QLD,07  q957  7381,reginaldg3@aol.com,164.178.202.206,FALSE
R999834,hsnnah,iii,stephen5,f,43,14/q/1977,43  McEvvan  Road,Heidelloerg  West,308l,VIC,,hannah1@hmail.com,61.222.95.146,FALSE
R153495,rebekah,howard,ostrowski,f,26,19/2/1994,28  Eleventh  Avenue,St  Lucia,4067,QLD,07  1668  8993,ostrowski28@gmail.com,121.252.166.54,FALSE
R182623,bettie,c,worthington,f,,9/4/1995,Arkindale  Street,Nathan,4111,QLD,07  4546  3651,bettie.worthington@mail.com.au,176.81.110.76,FALSE
R644219,er:n,5,mcrxee,m,27,27/10/1q93,10  Augusts  Road,Lenah  Valle,7o08,TAS,,,145.182.93.136,FALSE
R262882,lafayetye,iames,rogerz,m,28,5/12/1982,9  Godolphin  Stfeet,Buli,25|6,NSW,03  8811  0115,lafayette.ro9ers@gmail.com,163.223.135.195,FALSE
R769401,teres,geritry,sullivsn,f,45,23/6/1875,244  Lawrence  Rozd,Mount  Waferley,3139,VIC,03  s288  6013,sullivan.teresa@hotkail.com,67.205.51.232,FALSE
R153602,doris,parlier,reaves,f,29,3/9/1991,67  Cecil  Road,Orange,2800,NSW,02  8841  2083,doris.reaves@mail.com.au,214.199.146.227,FALSE
R122355,william,david,harris,m,31,2/6/1989,53  Centenary  Heights  Road,Coolum  Beach,4573,QLD,07  1093  5012,william6@aol.com,,FALSE
R216999,dwight,daniel,kivett,m,,18/5/1983,85  Albion  Street,Surry  Hills,2010,NSW,02  0009  0032,dwight24@hotmail.com,136.193.226.181,FALSE
R180889,melissa,j,cuthrell,f,-38,8/7/1982,14  Lemana  Street,Devonport,7310,TAS,03  8657  4451,melissa83@mail.com,72.231.209.169,FALSE
R115799,brian,hardy,griner,m,41,26/3/1979,31  Mistletoe  Circuit,Karama,812,NT,08  5863  2711,griner58@mail.com,166.122.193.137,FALSE
R137633,carol,mcfarlin,stroud,f,29,4/5/1991,35  Mayers  Street,Cairns,4870,QLD,07  9350  5536,stroud.carol@aol.com,65.228.93.59,
R160290,marliyn,carpwnter,rainy,f,33,24/3/q987,469  Sd  Kilda  Road,Melborne,30o0,VIC,03  5252  42q0,rainev47@yahoo.com,69.95.210.106,FALSE
R149934,corey,franklin,dyson,m,38,5/12/1982,161  Pacific  Highway,Charlestown,2290,NSW,02  9456  1743,corey.dyson@mail.com.au,252.76.133.28,FALSE
R475357,zoann,mckin|ey,jonez,f,34,24/7/198t,6  Corela  Court,Tevvantin,4560,QLD,07  146q  8602,,111.43.159.26,FALSE
R193199,earl,mahmoud,sepenzis,m,24,24/3/1996,23  Kitchener  Parade,Mayfield  East,2304,NSW,02  5023  7389,sepenzis2@yahoo.com,78.138.193.51,FALSE
R133615,cristopher,scoyt,mo0re,m,57,17/4/1q63,201  Batlow  Ayenue,Adelohg,2719,NSW,02  5u78  2997,fpheerbmal@gmail.com,42.210.221.62,FALSE
R634106,shannon,waters,melville,f,41,16/3/1979,7  Wade  Street,Osborne,5017,SA,08  8025  2432,eqeifdtgcq@mail.com,0.115.9.168,FALSE
R193835,clayton,jose,horton,m,27,2/6/1993,13  Tulong  Court,Buderim,4556,QLD,07  5037  0449,ejcafcfnaj@yahoo.com,5.106.107.142,FALSE
R444544,lirida,adrjenne,hurlbvtt,f,26,18/5/1094,First Road,Beahkshire  Park,276s,NSW,02  1584  7255,,7.218.179.210,FALSE
R151566,emily,v,imperatore,f,30,29/7/1990,63  Queen  Street,Norwood,5067,SA,08  7702  7486,emily.imperatore@hotmail.com,249.40.10.59,TRUE
R121760,christine,ann,furman,f,45,29/12/1975,55  Buckley  Street,Essendon,3040,VIC,03  5342  8861,kjlkabfqjj@gmail.com,78.220.6.120,
R166868,rosemajry,mariw,yarborouk,f,,28/2/l949,13  Maddlck  Court,Maak,802,NT,08  3439  9518,yarborouhh90@gmail.com,40.215.40.58,FALSE
R186991,robert,james,athanas,m,,16/6/1983,15  Mary  Street,St  Kilda  West,3182,VIC,03  1537  9524,tlcmhecjnm@aol.com,251.157.123.252,FALSE
R115716,mattheq,calvjn,carls0n,m,37,w7/7/1983,11  Seabredze  Avenue,Sulphuah  Creek,73l6,TAS,03  2741  5759,matthew.carl5on@yahoo.com,42.99.246.23,FALSE
R430546,robert,lee,schneeweiss,m,-30,13/2/1990,75  Britomart  Gardens  Road,Alawa,810,NT,08  6418  6455,robert8@mail.com,85.122.70.13,
R774990,martin,barry,sawyer,m,43,17/6/1977,50  Namatjira  Drive,Stirling,2611,ACT,02  1334  2225,sawyer.martin@gmail.com,79.77.2P1.43,FALSE
R418656,donald,andrew-grant,glenn,m,16,26/6/2004,17  Easey  Street,Warwick,4370,QLD,07  2940  9670,donald59@mail.com.au,125.64.154.50,FALSE
R489833,lisa,nicole,hoggard,f,25,20/6/1995,22  Anzac  Avenue,West  Ryde,2114,NSW,02  5355  3022,lisa49@aol.com,200.173.157.88,FALSE
R105730,carolyn,nicole,isenhour,f,33,15/10/1987,14  Fay  Court,Somerville,3912,VIC,03  4345  5186,isenhour38@mail.com,178.189.185.183,FALSE
R619960,james,ray,freeman,m,36,3/1/1984,8  Dangerfield  Drive,Springvale  South,3172,VIC,03  8648  9359,james.freeman@aol.com,150.185.170.76,TRUE
R128823,conly,dafis,catalti,f,17,13/4/z003,287  Churchijl  Avenue,Sandv  Bay,70o6,TAS,,conley15@zol.com,48.225.26.220,FALSE
R109547,robert,p,schnobrich,m,36,26/8/1984,50  Military  Road,North  Bondi,2026,NSW,02  2967  2201,schnobrich.robert@gmail.com,40.23.210.64,TRUE
R681441,tizza,danielle,pittman,f,53,1/10/1967,55  William  Street,Murwillumbah,2484,NSW,02  3766  7531,pittman85@mail.com.au,73.152.112.75,FALSE
R334544,nenry,kennetb,skronce,m,29,22/5/1g91,15  Dulverten  Court,Kararna,081z,NT,,laihemrphc@mail.com.au,238.93.239.239,FALSE
R101090,christrne,diarie,conlwy,f,22,31/3/q998,11  Lower  Plentv  Road,Rowanna,308q,VIC,03  7169  4638,,68.49.89.101,FALSE
R171436,robeet,adelbcert,mclern,m,-33,5/7/19i7,1  Good  Sdreet,Westmwad,2147,NSW,02  34q8  4867,robert5@hotrnail.com,49.179.236.41,
R152394,brooks,lee,trimble,m,51,19/1/1969,Saratoga  Crescent,Keilor  Downs,3038,VIC,03  2700  4793,trimble.brooks@aol.com,95.72.224.145,FALSE
R181470,jermaine,lee,milligan,m,15,10/4/2005,15  Mawson  Crescent,Ermington,2115,NSW,02  5503  9360,jermaine62@mail.com,66.110.86.236,FALSE
R154088,kevin,andre,johnson,m,34,15/4/1986,267  Oliver  Street,Grafton,2460,NSW,02  5930  5403,kevin88@yahoo.com,84.186.179.181,FALSE
R426178,brenda,elizabeth,horn,f,,18/11/1991,15  Langridge  Street,Middle  Park,3206,VIC,03  0914  9443,horn.brenda@hotmail.com,128.204.149.157,FALSE
